,id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
5757,147055,"Domaine Joseph Voillot, Volnay 1er Cru 'Fremiets'",Domaine Joseph Voillot,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,0,1981,750
5758,147056,"Domaine Joseph Voillot, Pommard 'Vieilles Vignes'",Domaine Joseph Voillot,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2006,750
5759,147057,"Domaine Michel Bouzereau, Bourgogne Pinot Noir",Domaine Michel Bouzereau,France,Bourgogne,Pinot Noir,Red,Table,13,15~18,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2016,750
5760,147062,"Wente, Beyer Ranch Zinfandel",Wente Vineyards,USA,California,Zinfandel,Red,Table,14.5,16~19,SWEET1,ACIDITY2,BODY5,TANNIN3,42000,2015,750
5761,147063,"Wente, Shorthorn Canyon Syrah",Wente Vineyards,USA,California,Syrah & Shiraz,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2007,750
5763,147068,"Wente, Crane ridge Merlot",Wente Vineyards,USA,California,Merlot,Red,Table,13.5,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
5764,147069,"Wente, Smith Bench Zinfandel",Wente Vineyards,USA,California,Zinfandel,Red,Table,15.5,16~19,SWEET2,ACIDITY2,BODY5,TANNIN3,0,2007,750
5765,147070,"Wente, Reliz Creek Pinot Noir",Wente Vineyards,USA,California,Pinot Noir,Red,Table,14.5,14~16,SWEET1,ACIDITY4,BODY3,TANNIN2,84000,2010,750
5767,147078,"Santa Ines, Reserva Carmenere",Santa Ines,Chile,Maipo Valley,Carmenere,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
5768,147079,"Santa Ines, Reserva Syrah",Santa Ines,Chile,Maipo Valley,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
5770,147082,"Plantagenet, Shiraz",Plantagenet Wines,Australia,Western Australia,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2013,750
5772,147084,"Plantagenet, Omrah Shiraz",Plantagenet Wines,Australia,Western Australia,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
5776,147088,"Chateau de Vaudieu, Chateauneuf du Pape Rouge",Chateau de Vaudieu,France,Rhone,Grenache,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,140000,2014,750
5777,147089,"Domaine des Bosquets, Gigondas",Famille Brechet,France,Rhone,Grenache,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,92000,2016,750
5778,147090,Cellier de Pena,Chateau de Pena,France,Southern France,Grenache,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,36000,2017,750
5780,147095,Mirassou Merlot,Mirassou,USA,California,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
5781,147097,"Bonny Doon, Le Cigare Volant",Bonny Doon Vineyard,USA,California,Grenache,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,102000,2004,750
5782,147098,"Bonny Doon, Syrah Le Pousseur",Bonny Doon Vineyard,USA,California,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,58000,2005,750
5784,147100,"Bonny Doon, Ca'Del Solo Sangiovese",Bonny Doon Vineyard,USA,California,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,55000,2005,750
5786,147102,"Vina Terrapura, Merlot",Vina Terrapura,Chile,Curico Valley,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2018,750
5789,147106,Darioush Signature Merlot,Darioush,USA,California,Merlot,Red,Table,14.8,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,360000,2016,750
5791,147109,"Hospices de Beaune, Pommard",Hospices de Beaune,France,Bourgogne,Pinot Noir,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2015,750
5792,147110,Les Jardins de Soutard,Chateau Soutard Grand Cru Classe,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,86000,2004,750
5799,147119,"Nicolas Potel, Charmes-Chambertin Grand Cru",Maison Nicolas Potel,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,500000,2005,750
5800,147120,"Nicolas Potel, Clos de Vougeot Grand Cru",Maison Nicolas Potel,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,460000,2000,750
5801,147121,"Nicolas Potel, Chambertin Clos de Beze Grand Cru",Maison Nicolas Potel,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,855000,2000,750
5803,147123,"Villard, Expresion Reserve Pinot Noir",Villard Estate,Chile,Aconcagua,Pinot Noir,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,43000,2008,750
5805,147125,Koyle Syrah,Vina Koyle,Chile,Rapel Valley,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,40000,2007,750
5807,147130,Abadal Reserva,Abadal,Spain,Pla de Bages,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2003,750
5808,147131,Abadal 5 Merlot,Abadal,Spain,Pla de Bages,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2004,750
5812,147136,"Castello di Monsanto, Chianti Classico",Castello di Monsanto,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2018,750
5816,147140,"Poggio Salvi, Tosco",Poggio Salvi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5817,147141,"Poggio Salvi, Morellino di Scansano Vaio",Poggio Salvi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2008,750
5818,147142,"Alice White, Shiraz",Alice White,Australia,South Eastern Australia,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2013,750
5822,147146,"Poggio Salvi, Lavischio",Poggio Salvi,Italy,Toscana,Merlot,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
5823,147148,Castel Pavillon,Paul Vandier,France,,Tempranillo,Red,"Appetizer, Table",11~12,12~14,SWEET3,ACIDITY3,BODY2,TANNIN2,0,0,750
5824,147149,"Poggio Salvi, Chianti Colli Senesi Caspagnolo",Poggio Salvi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
5825,147150,"Poggio Salvi, Rosso di Montalcino",Poggio Salvi,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2007,750
5826,147151,"Poggio Salvi, Brunello di Montalcino",Poggio Salvi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2004,750
5827,147152,"Biondi Santi, Brunello di Montalcino",Biondi Santi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,350000,2013,750
5828,147153,"Biondi Santi, Brunello di Montalcino Reserva",Biondi Santi,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,1200000,2010,750
5830,147156,"Chene Bleu, Heloise",Chene Bleu,France,Rhone,Syrah & Shiraz,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,290000,2007,750
5831,147157,"Chene Bleu, Abelard",Chene Bleu,France,Rhone,Grenache,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,290000,2007,750
5834,147161,"Sileni, Estate Selection Pinot Noir The Plateau",Sileni Estate,New Zealand,North Island,Pinot Noir,Red,Table,14,15~17,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2008,750
5835,147162,"Sileni, Exceptional Selection Pinot Noir",Sileni Estate,New Zealand,North Island,Pinot Noir,Red,Table,13~14,14~16,SWEET1,ACIDITY3,BODY4,TANNIN2,200000,2017,750
5837,147166,Chateau Graveyron Carrere,MarieJosee Degas,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2007,750
5838,147167,Chateau Moulin du Bourg,Chateau FourcasDumont  Associes Lescoutra,France,Bordeaux,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,90000,2006,750
5842,147174,"Henry's Drive, Dead Letter Office Shiraz",Henrys Drive Vignerons,Australia,South Australia,Syrah & Shiraz,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2006,750
5844,147176,"Henry's Drive, Parson's Flat Shiraz Cabernet Sauvignon",Henrys Drive Vignerons,Australia,South Australia,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
5845,147177,"Henry's Drive, Shiraz",Henrys Drive Vignerons,Australia,South Australia,Syrah & Shiraz,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2006,750
5846,147178,"Henry's Drive, Reserve Shiraz",Henrys Drive Vignerons,Australia,South Australia,Syrah & Shiraz,Red,Table,15.7,15~17,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2006,750
5847,147179,"Perez Cruz, Cot Limited Edition",Perez Cruz,Chile,Maipo Valley,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,0,2011,750
5848,147181,Chateau Naguet,Chateau Naguet,France,Bordeaux,Merlot,Red,Table,12.5,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
5851,147184,Bonfils La Belle Terrasse Syrah,Bonfils,France,Southern France,Syrah & Shiraz,Red,Table,,,SWEET2,ACIDITY3,BODY3,TANNIN3,18000,2015,750
5854,147187,"La Montecchia, Ca'emo",La Montecchia,Italy,Veneto,Merlot,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,54000,2007,750
5858,147193,"Sadie Family, Columella",Sadie Family,the Republic of South Africa,Coastal Region,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,340000,2007,750
5860,147195,"Sadie Family, Sequillo Red",Sadie Family,the Republic of South Africa,Coastal Region,Syrah & Shiraz,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,116000,2006,750
5862,147197,"Petra, Quercegobbe",Petra,Italy,Toscana,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,130000,2017,750
5863,147199,Altesino Alte d'Altesi,Altesino,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,119000,2004,750
5864,147200,Altesino Palazzo Altesi,Altesino,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,119000,2009,750
5865,147201,"Wild Rock, Pinot Noir Cupids Arrow",Wild Rock,New Zealand,South Island,Pinot Noir,Red,Table,13.5,16~18,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2008,750
5867,147203,"Craggy Range, Sophia",Craggy Range,New Zealand,North Island,Merlot,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2008,750
5869,147205,"Craggy Range, Bannockburn Sluicings Vineyard Pinot Noir",Craggy Range,New Zealand,South Island,Pinot Noir,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN3,0,2007,750
5872,147208,"Bodegas Chivite, Conde de la Salceda Reserva",Bodegas Chivite,Spain,Rioja,Tempranillo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,147000,2005,750
5873,147209,"Bodegas Chivite, Vina Salceda Crianza",Bodegas Chivite,Spain,Rioja,Tempranillo,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,44000,2007,750
5874,147210,"Bodegas Chivite, Vina Salceda Reserva",Bodegas Chivite,Spain,Rioja,Tempranillo,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,68000,2006,750
5875,147211,"Santero, Nebbiolo d'Alba",Santero,Italy,Piemonte,Nebbiolo,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
5876,147212,"Villa Sparina, Barbera del Monferrato",Villa Sparina,Italy,Piemonte,Barbera,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2016,750
5877,147213,"Damilano, Barolo Riserva",Damilano,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~19,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2016,750
5879,147216,"Fanti San Filippo, Rosso di Montalcino",Fanti San Filippo,Italy,Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
5880,147218,"La Rasina, Toscana Sangiovese",La Rasina,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5889,147233,"Jean Leon, Magnolia Red",Jean Leon,Spain,Penedes,Garnacha,Red,Table,14,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,26000,2009,750
5893,147240,"Uggiano, Chianti Fior di Vigna",Uggiano,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
5896,147243,Chateau Angelique,Chateau Angelique,France,Bordeaux,Merlot,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
5897,147244,Ravenswood Vintners Blend Zinfandel,Ravenswood,USA,California,Zinfandel,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY3,TANNIN3,0,2007,750
5898,147245,Ravenswood Napa Valley Zinfandel,Ravenswood,USA,California,Zinfandel,Red,Table,14.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,59000,2006,750
5899,147246,Ravenswood Sonoma Zinfandel,Ravenswood,USA,California,Zinfandel,Red,Table,14.5,16~18,SWEET1,ACIDITY2,BODY5,TANNIN3,59000,2006,750
5900,147248,Vina El Pison,Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,536000,2006,750
5901,147249,Pagos Viejos,Artadi,Spain,Rioja,Tempranillo,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2006,750
5906,147259,"Domaine Vincent Sauvestre, Bourgogne Grand Ordinaire",Domaine Vincent Sauvestre,France,Bourgogne,Pinot Noir,Red,Table,12.5,15~17,SWEET1,ACIDITY5,BODY2,TANNIN2,45000,2008,750
5907,147260,"Domaine Vincent Sauvestre, Ladoix Cote de Beaune 'Les Chaillots'",Domaine Vincent Sauvestre,France,Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY2,TANNIN2,96000,2008,750
5908,147261,Domaine des Grandes Cotes,Domaine des Grandes Cotes,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,33000,2005,750
5909,147262,Comte de Valladiere,Comte de Valladiere,France,Bordeaux,Merlot,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,39000,2007,750
5910,147263,Chateau Lafon,Chateau Lafon,France,Bordeaux,Merlot,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5911,147264,Chateau de Pourteau,Chateau de Pourteau,France,Bordeaux,Merlot,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,51000,2008,750
5912,147267,"Casanuova della Cerbaie, Rosso di Montalcino",Casanuova della Cerbaie,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,92000,2007,750
5914,147269,"Casas Patronales, Reserva Syrah",Casas Patronales,Chile,Maule Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,35000,2008,750
5916,147271,"Casas Patronales, Privada Syrah",Casas Patronales,Chile,Maule Valley,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60000,2007,750
5917,147273,"Leyda, Single Vineyard Syrah",Leyda,Chile,Aconcagua,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,95000,2007,750
5919,147275,"Chateau Coupe Rose, Cuvee Vignals",Chateau Coupe Rose,France,Southern France,Syrah & Shiraz,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2005,750
5921,147281,"Di Lenardo, Merlot",Di Lenardo,Italy,,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
5923,147283,"Fernando Remirez de Ganuza, Trasnocho",REMIREZ DE GANUZA Fernando Remirez  de Ganuza,Spain,Rioja,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,300000,2005,750
5924,147284,"Fernando Remirez de Ganuza, Remirez de Ganuza Reserva",REMIREZ DE GANUZA Fernando Remirez  de Ganuza,Spain,Rioja,Tempranillo,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,216000,2006,750
5927,147288,"Giaconda, Warner Vineyard Shiraz",Giaconda Estate,Australia,Victoria,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,260000,2006,750
5928,147289,"Giaconda, Nantua Vineyard Pinot Noir",Giaconda Estate,Australia,Victoria,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2006,750
5930,147291,"Maison Champy, Romanee St. Vivant Grand Cru",Maison Champy,France,Bourgogne,Pinot Noir,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2001,750
5931,147292,"Maison Champy, Clos Saint Denis Grand Cru",Maison Champy,France,Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2001,750
5933,147294,"Mommessin, St. Amour Les Pecheurs",Mommessin,France,Bourgogne,Gamay,Red,Table,13,12~14,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2007,750
5934,147295,"Mommessin, Morgon Les Griottes",Mommessin,France,Bourgogne,Gamay,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2007,750
5935,147296,"Mommessin, Beaujolais Grande Reserve Red",Mommessin,France,Bourgogne,Gamay,Red,Table,12,13~15,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2007,750
5946,147308,"Gomba, Barolo Sori",Gomba Azienda agricola Gomba Boschetti,Italy,Piemonte,Nebbiolo,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
5947,147309,"Marcarini, Barolo La Serra",Marcarini,Italy,Piemonte,Nebbiolo,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN5,0,2014,750
5948,147310,"Damilano, Barolo",Damilano,Italy,Piemonte,Nebbiolo,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2014,750
5949,147311,"Conterno Fantino, Barolo Sori Ginestra",Conterno Fantino,Italy,Piemonte,Nebbiolo,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2008,750
5952,147314,"Poliziano, Morellino di Scansano",Poliziano Azienda Agricola Poliziano,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,60000,2016,750
5953,147315,"Poliziano, In Violas Cortona",Poliziano Azienda Agricola Poliziano,Italy,Toscana,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,80000,2014,750
5954,147318,"Argiano, Rosso di Montalcino",Argiano,Italy,Toscana,Sangiovese,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5955,147319,"Caprili, Rosso di Montalcino",Caprili,Italy,Toscana,Sangiovese,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2010,750
5956,147320,"La Rasina, Rosso di Montalcino",La Rasina,Italy,Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5957,147321,"La Serena, Rosso di Montalcino",La Serena,Italy,Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,77000,2016,750
5958,147322,"Poliziano, Rosso di Montepulciano",Poliziano Azienda Agricola Poliziano,Italy,Toscana,Sangiovese,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,49000,2016,750
5959,147326,"San Giusto a Rentennano, Chianti Classico Riserva 'Le Baroncole'",San Giusto a Rentennano,Italy,Toscana,Sangiovese,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2015,750
5960,147327,"Rubicini, Toscana Rosso",Rubicini,Italy,Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
5961,147328,"Villa Pillo, Cingalino Rosso di Toscana",Villa Pillo,Italy,Toscana,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,55000,2018,750
5962,147329,"Poggio Piano, Mama non Mama",Fattoria Poggiopiano,Italy,Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2007,750
5964,147331,"Talenti, Pian di Conte",Talenti,Italy,Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,49000,2007,750
5965,147332,"Cadel Vispo, Cruter",Cadel Vispo,Italy,Toscana,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,85000,2014,750
5966,147333,I Giusti e Zanza Perbruno,I Giusti e Zanza,Italy,Toscana,Syrah & Shiraz,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2009,750
5967,147334,"Il Palagione, Antajr",Il Palagione,Italy,Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,95000,2014,750
5968,147335,"Cerbaiona, Diego Molinari",Cerbaiona,Italy,Toscana,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN2,0,2014,750
5969,147336,"Argiano, Il Duemilatre",Argiano,Italy,Toscana,Sangiovese,Red,Table,14,17~19,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2003,750
5970,147337,"Poggio Piano, Rosso di Sera",Fattoria Poggiopiano,Italy,Toscana,Sangiovese,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2009,750
5972,147339,"Castello Delle Regine, Merlot",Castello Delle Regine,Italy,Umbria,Merlot,Red,Table,14.5,16~19,SWEET1,ACIDITY3,BODY4,TANNIN3,102000,2013,750
5974,147342,"Conti Zecca, Donna Marzia Primitivo",Conti Zecca,Italy,Puglia,Primitivo,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY5,TANNIN4,0,2010,750
5975,147343,"Conti Zecca, Primitivo",Conti Zecca,Italy,Puglia,Primitivo,Red,Table,14.5,16~18,SWEET2,ACIDITY2,BODY4,TANNIN3,0,2010,750
5978,147346,"Fatascia, Kaila Syrah",Fatascia,Italy,Sicilia,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,38000,2009,750
5991,147360,"M. Chapoutier,  Rasteau",M Chapoutier,France,Rhone,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
5992,147363,"Prunotto, Fiulot Barbera d'Asti",Prunotto  Antinori,Italy,Piemonte,Barbera,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,35000,2007,750
5994,147365,Glass Mountain Merlot,Markham Vineyard,USA,California,Merlot,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2005,750
5997,147368,"Markham, Merlot",Markham Vineyard,USA,California,Merlot,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,85000,2004,750
5999,147370,"Rutherford Hill, Merlot",Rutherford Hill,USA,California,Merlot,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,120000,2010,750
6004,147379,Chateau La Croix Meunier,Chateau La Croix Meunier,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
6006,147381,Chateau Hermitage Mazeyres,Chteau Enclos Haut Mazeyres,France,Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
6007,147384,Chateau Mont Redon Cotes Du Rhone,Chateau MontRedon,France,Rhone,Grenache,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
6010,147387,"Clos Du Val, Pinot Noir",Clos Du Val,USA,California,Pinot Noir,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,190000,2016,750
6011,147388,"Pascual Toso, Malbec",Pascual Toso,Argentina,Mendoza,Malbec,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2015,750
6012,147389,Pascual Toso Malbec Reserva,Pascual Toso,Argentina,Mendoza,Malbec,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2016,750
6013,147391,"Fairview, Beacon Shiraz",Fairview,the Republic of South Africa,Coastal Region,Syrah & Shiraz,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2006,750
6017,147395,"Vignerons de Buxy, Bourgogne Cote Chalonnaise Pinot Noir",Vignerons de Buxy,France,Bourgogne,Pinot Noir,Red,Table,12.5,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2009,750
6019,147397,"Vignerons de Buxy, Givry",Vignerons de Buxy,France,Bourgogne,Pinot Noir,Red,Table,13,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2008,750
6020,147398,Chappellet Merlot,Chappellet,USA,California,Merlot,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,185000,2006,750
6024,147402,Orquestra Merlot,Felix Solis,Spain,La Mancha,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
6026,147404,Orquestra Tempranillo,Felix Solis,Spain,La Mancha,Tempranillo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
6027,147405,Isla Negra West Bay Carmenere Cabernet Sauvignon,Isla Negra,Chile,Central Valley,Carmenere,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
6030,147408,Isla Negra  Dual Syrah Cabernet Sauvignon,Isla Negra,Chile,Central Valley,Syrah & Shiraz,Red,Table,12.1,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24000,2011,750
